index,time,mp1,mp2,mp3,mp4,mp5,mp6,mp7,mt1,mt2,mt3,mt4,mt5,mt6,mt7,dt
12895,12895,25.79,-0.11102,-0.499498,-1.35664,0.0213162,-2.14612,0.253025,2.17261,-2.44854,-44.5342,0.52829,4.86081,1.17178,0.881772,-0.143179,0.002
12896,12896,25.792,-0.109981,-0.499359,-1.3559,0.0218705,-2.14626,0.253315,2.17304,-1.89042,-44.1123,0.165343,4.52743,1.28623,0.828038,-0.119483,0.002
12897,12897,25.794,-0.108939,-0.499217,-1.35516,0.0224216,-2.1464,0.253601,2.17346,-2.21192,-44.2101,-0.41134,4.09458,0.968412,0.840387,-0.152858,0.002
12898,12898,25.796,-0.1079,-0.499071,-1.35442,0.0229663,-2.14654,0.253886,2.17387,-1.86213,-44.1535,-0.220457,3.82842,1.06085,0.996249,-0.150188,0.002
12899,12899,25.798,-0.106857,-0.498921,-1.35369,0.0235146,-2.14669,0.254168,2.17428,-1.06481,-43.7265,0.146523,3.58108,1.20083,0.848731,-0.137172,0.002
12900,12900,25.8,-0.105815,-0.498768,-1.35295,0.0240676,-2.14683,0.254454,2.17469,-0.547836,-43.8294,0.489307,3.2262,1.23429,0.791993,-0.151523,0.002
12901,12901,25.802,-0.104774,-0.498615,-1.35221,0.0246149,-2.14697,0.254749,2.1751,-0.563268,-43.7446,-0.080655,3.18856,1.26246,0.842723,-0.127159,0.002
12902,12902,25.804,-0.103732,-0.498461,-1.35147,0.025162,-2.14711,0.255048,2.17551,-1.04938,-43.6648,-0.075278,3.18453,0.91471,0.802005,-0.173217,0.002
12903,12903,25.806,-0.102694,-0.498305,-1.35073,0.0257194,-2.14726,0.255351,2.17592,-0.586416,-43.1016,0.0147867,3.23426,1.1709,0.944851,-0.142512,0.002
12904,12904,25.808,-0.101654,-0.498147,-1.34999,0.0262842,-2.14741,0.255656,2.17633,0.313784,-42.8752,0.110228,3.15361,1.13128,0.868422,-0.148519,0.002
12905,12905,25.81,-0.100612,-0.497986,-1.34925,0.0268498,-2.14756,0.255953,2.17674,-0.195472,-42.7055,0.725895,2.80814,1.36106,0.776974,-0.145182,0.002
12906,12906,25.812,-0.099571,-0.497826,-1.34852,0.0274179,-2.14771,0.256247,2.17714,0.09002,-42.2194,-0.118294,2.50299,1.04412,0.837383,-0.163538,0.002
12907,12907,25.814,-0.0985304,-0.49766,-1.34778,0.0279917,-2.14785,0.256539,2.17755,-0.78446,-42.0393,-0.059147,2.59978,1.10487,0.850066,-0.166208,0.002
12908,12908,25.816,-0.0974927,-0.49749,-1.34704,0.0285675,-2.148,0.256842,2.17795,0.324072,-41.9056,-0.0631797,2.34572,0.895341,0.793328,-0.186233,0.002
12909,12909,25.818,-0.0964523,-0.497322,-1.3463,0.0291443,-2.14815,0.257139,2.17836,0.054012,-41.6304,0.434193,2.61322,1.39099,0.737925,-0.135837,0.002
12910,12910,25.82,-0.0954108,-0.497152,-1.34556,0.0297291,-2.14829,0.257436,2.17876,0.81018,-41.3577,0.551142,2.70732,1.15065,0.799002,-0.1592,0.002
12911,12911,25.822,-0.0943681,-0.496979,-1.34482,0.0303189,-2.14843,0.257729,2.17916,-0.262344,-40.8793,-0.178785,2.75974,1.15505,0.857408,-0.131498,0.002
12912,12912,25.824,-0.0933311,-0.496802,-1.34409,0.0309108,-2.14858,0.258021,2.17957,-0.779316,-40.9591,-0.516192,2.73958,0.695496,0.793995,-0.201252,0.002
12913,12913,25.826,-0.0922935,-0.496622,-1.34335,0.0315047,-2.14872,0.258315,2.17997,-0.55298,-40.6016,0.0994745,2.96676,1.21492,0.905802,-0.125157,0.002
12914,12914,25.828,-0.0912543,-0.496442,-1.34262,0.0321018,-2.14886,0.258615,2.18037,0.313784,-40.3778,0.579372,2.90089,1.27126,0.716899,-0.135503,0.002
12915,12915,25.83,-0.0902173,-0.496262,-1.34188,0.0326998,-2.14901,0.258908,2.18077,-0.84876,-40.0332,0.173408,3.26787,1.12864,0.661162,-0.146517,0.002
12916,12916,25.832,-0.0891789,-0.496081,-1.34115,0.0333016,-2.14915,0.25921,2.18117,-1.35544,-39.8994,-0.426127,3.54748,1.00011,0.889448,-0.142846,0.002
12917,12917,25.834,-0.0881437,-0.495902,-1.34042,0.0339097,-2.14931,0.259513,2.18157,-1.58692,-39.6988,-0.069901,4.1954,0.977216,0.833378,-0.149521,0.002
12918,12918,25.836,-0.0871061,-0.495723,-1.33968,0.0345233,-2.14946,0.259814,2.18197,-1.87756,-39.2718,0.0362947,4.36612,1.09255,0.827037,-0.128161,0.002
12919,12919,25.838,-0.0860706,-0.495543,-1.33895,0.0351365,-2.14962,0.260108,2.18237,-1.75153,-39.2384,0.139802,4.78015,1.20171,0.782648,-0.117481,0.002
12920,12920,25.84,-0.0850358,-0.49536,-1.33821,0.0357521,-2.14978,0.260411,2.18276,-2.83177,-39.2796,0.379078,5.13907,1.24925,0.796999,-0.115144,0.002
12921,12921,25.842,-0.0840016,-0.495177,-1.33748,0.0363672,-2.14994,0.26072,2.18316,-2.99895,-39.1638,-0.118294,5.22241,0.988661,0.819694,-0.136504,0.002
12922,12922,25.844,-0.0829713,-0.494996,-1.33674,0.0369814,-2.1501,0.261031,2.18355,-3.94802,-39.2538,-0.0510815,5.27887,1.14449,0.873762,-0.124489,0.002
12923,12923,25.846,-0.0819413,-0.494813,-1.33601,0.0375958,-2.15026,0.26134,2.18395,-3.1044,-39.3027,0.14249,5.69827,1.07142,0.816357,-0.148519,0.002
12924,12924,25.848,-0.0809069,-0.494629,-1.33527,0.0382109,-2.15043,0.26164,2.18435,-3.6831,-39.5856,0.463766,5.84614,1.34521,0.837383,-0.108469,0.002
12925,12925,25.85,-0.0798738,-0.494445,-1.33454,0.038826,-2.15059,0.26194,2.18475,-3.44391,-39.794,0.0241965,5.80581,0.981618,0.785318,-0.141177,0.002
12926,12926,25.852,-0.0788382,-0.494261,-1.3338,0.0394427,-2.15076,0.262247,2.18514,-4.66046,-39.6242,-0.0793107,6.19027,1.22108,0.819694,-0.108803,0.002
12927,12927,25.854,-0.0778057,-0.494076,-1.33307,0.0400614,-2.15093,0.262569,2.18553,-3.27415,-40.0383,-0.0349505,6.07601,0.824031,0.883107,-0.160535,0.002
12928,12928,25.856,-0.0767722,-0.493894,-1.33234,0.0406764,-2.15109,0.262893,2.18593,-4.00203,-40.2415,0.368324,6.22791,1.42709,0.849064,-0.0824367,0.002
12929,12929,25.858,-0.0757363,-0.49371,-1.3316,0.0412955,-2.15126,0.263214,2.18632,-3.20471,-40.2904,0.266161,5.60283,0.991302,0.798668,-0.141177,0.002
12930,12930,25.86,-0.0747003,-0.493527,-1.33087,0.041914,-2.15142,0.263533,2.18671,-3.75769,-40.1489,-0.05377,5.46438,1.08198,0.897125,-0.119149,0.002
12931,12931,25.862,-0.0736666,-0.493344,-1.33013,0.0425246,-2.15158,0.26385,2.1871,-2.87549,-40.6144,0.032262,5.3407,1.04324,0.918818,-0.145849,0.002
12932,12932,25.864,-0.0726278,-0.493156,-1.3294,0.043139,-2.15175,0.264172,2.18749,-2.19649,-40.9385,0.506782,5.27887,1.25453,0.767295,-0.125491,0.002
12933,12933,25.866,-0.0715865,-0.492969,-1.32867,0.0437598,-2.1519,0.264495,2.18788,-1.73353,-41.044,0.457045,4.70891,1.20171,0.741262,-0.133834,0.002
12934,12934,25.868,-0.0705477,-0.492785,-1.32793,0.0443719,-2.15206,0.264823,2.18826,-1.64094,-41.2549,-0.0766222,4.45484,1.00011,0.849398,-0.146517,0.002
12935,12935,25.87,-0.0695083,-0.492597,-1.3272,0.0449814,-2.15222,0.265151,2.18865,-1.44032,-41.7255,0.0497372,4.54491,1.08374,0.975222,-0.129162,0.002
12936,12936,25.872,-0.0684685,-0.492409,-1.32646,0.045597,-2.15238,0.265473,2.18903,-0.47582,-41.9776,0.555175,4.22632,1.07758,0.804342,-0.142178,0.002
12937,12937,25.874,-0.0674229,-0.492222,-1.32572,0.0462091,-2.15254,0.265781,2.18942,-0.550408,-41.7693,0.560552,4.01124,1.4447,0.820695,-0.102796,0.002
12938,12938,25.876,-0.0663821,-0.492033,-1.32499,0.0468163,-2.15269,0.266093,2.18981,-0.344648,-41.9133,0.032262,3.62813,0.898863,0.952194,-0.168545,0.002
12939,12939,25.878,-0.0653396,-0.491844,-1.32426,0.047425,-2.15286,0.266416,2.1902,-1.14711,-42.0007,0.0282292,3.59587,1.11279,0.859744,-0.132833,0.002
12940,12940,25.88,-0.0642988,-0.491657,-1.32353,0.0480347,-2.15302,0.266741,2.19059,0.074588,-41.8979,0.396554,3.73029,1.08374,0.769631,-0.145516,0.002
12941,12941,25.882,-0.0632555,-0.491467,-1.32279,0.0486448,-2.15317,0.26707,2.19097,-0.159464,-41.3886,0.467799,3.81632,1.30384,0.837717,-0.119149,0.002
12942,12942,25.884,-0.062212,-0.491271,-1.32206,0.0492587,-2.15333,0.267394,2.19136,-0.234052,-41.4863,0.208359,3.74374,0.929676,0.908472,-0.162871,0.002
12943,12943,25.886,-0.0611671,-0.49107,-1.32132,0.0498737,-2.1535,0.267718,2.19174,-0.596704,-41.5686,0.297079,3.84052,1.2114,0.794329,-0.125491,0.002
12944,12944,25.888,-0.0601234,-0.490861,-1.32059,0.050489,-2.15366,0.268036,2.19212,0.182612,-41.6278,0.141146,3.78137,1.14361,0.769965,-0.137172,0.002
12945,12945,25.89,-0.0590792,-0.490651,-1.31986,0.0511051,-2.15382,0.268359,2.1925,-1.12911,-41.6895,0.509471,3.88488,1.14273,0.910808,-0.151857,0.002
12946,12946,25.892,-0.0580353,-0.49044,-1.31912,0.051723,-2.15399,0.268696,2.19287,0.156892,-41.9879,0.162654,3.88757,1.10575,0.833044,-0.139508,0.002
12947,12947,25.894,-0.0569917,-0.490225,-1.31839,0.052342,-2.15415,0.269028,2.19323,-0.864192,-42.2579,0.457045,4.2075,1.3549,0.859411,-0.117147,0.002
12948,12948,25.896,-0.0559464,-0.490009,-1.31765,0.0529647,-2.15431,0.269357,2.19359,-0.933635,-42.2631,0.294391,4.36209,0.835476,0.988572,-0.177222,0.002
12949,12949,25.898,-0.0549058,-0.489792,-1.31692,0.053592,-2.15448,0.269678,2.19394,-0.992791,-42.1705,0.365636,4.65379,1.32584,0.99458,-0.120151,0.002
12950,12950,25.9,-0.053865,-0.489573,-1.31619,0.0542234,-2.15464,0.269996,2.19429,-1.03652,-42.3557,0.756813,5.05707,1.28799,0.763624,-0.147184,0.002
12951,12951,25.902,-0.0528227,-0.489353,-1.31545,0.0548576,-2.1548,0.270315,2.19464,-1.19855,-42.2014,0.494684,5.40657,1.11367,0.877099,-0.149187,0.002
12952,12952,25.904,-0.0517828,-0.489132,-1.31472,0.0554981,-2.15496,0.270648,2.19499,-2.57714,-42.1808,0.149212,5.7265,1.12336,0.884108,-0.149187,0.002
12953,12953,25.906,-0.0507495,-0.488906,-1.31398,0.0561406,-2.15512,0.270988,2.19534,-2.43311,-42.0676,0.100819,5.58805,0.994824,0.906136,-0.172216,0.002
12954,12954,25.908,-0.0497145,-0.488675,-1.31325,0.0567827,-2.15528,0.271323,2.19569,-2.17591,-42.0933,0.453012,5.50201,1.23781,0.925493,-0.149521,0.002
12955,12955,25.91,-0.0486783,-0.488443,-1.31252,0.0574239,-2.15544,0.27165,2.19604,-2.63115,-42.33,0.46511,5.42808,0.993063,0.809348,-0.186901,0.002
12956,12956,25.912,-0.0476404,-0.488212,-1.31178,0.0580619,-2.1556,0.271971,2.19639,-3.37961,-41.8438,0.0201637,5.78834,1.33025,0.881772,-0.130831,0.002
12957,12957,25.914,-0.0466096,-0.487978,-1.31105,0.0587044,-2.15576,0.272298,2.19673,-2.61058,-41.9184,0.387144,6.23329,0.831954,0.953195,-0.200919,0.002
12958,12958,25.916,-0.0455762,-0.487746,-1.31032,0.0593577,-2.15592,0.272636,2.19708,-2.64144,-41.831,0.8415,6.70915,1.39804,0.951526,-0.127493,0.002
12959,12959,25.918,-0.044542,-0.487514,-1.30958,0.0600132,-2.15608,0.272972,2.19742,-2.95523,-41.7641,0.3858,6.43627,1.28623,0.831709,-0.146183,0.002
12960,12960,25.92,-0.0435102,-0.487282,-1.30885,0.0606661,-2.15624,0.273304,2.19777,-3.65224,-41.6767,0.0658682,6.18489,0.84428,0.98924,-0.201252,0.002
12961,12961,25.922,-0.0424796,-0.48705,-1.30811,0.0613181,-2.1564,0.273632,2.19811,-2.88578,-41.6972,0.159966,5.91739,1.06085,0.994914,-0.148186,0.002
12962,12962,25.924,-0.0414479,-0.486816,-1.30738,0.0619611,-2.15657,0.273955,2.19845,-2.69031,-41.5429,0.770255,5.92276,1.34081,0.685526,-0.140509,0.002
12963,12963,25.926,-0.0404118,-0.48658,-1.30665,0.0626032,-2.15673,0.274276,2.1988,-2.09361,-41.0465,0.688256,6.13247,1.25718,0.856407,-0.142512,0.002
12964,12964,25.928,-0.0393727,-0.486341,-1.30591,0.0632543,-2.15689,0.274611,2.19914,-2.62601,-41.1751,0.360259,5.74801,1.09519,0.982565,-0.155195,0.002
12965,12965,25.93,-0.0383357,-0.486104,-1.30518,0.0638985,-2.15706,0.274953,2.19949,-2.50513,-41.1443,-0.16131,5.55713,0.863648,0.872093,-0.187568,0.002
12966,12966,25.932,-0.0372991,-0.485868,-1.30445,0.0645367,-2.15723,0.27529,2.19983,-1.95215,-40.8793,0.27826,5.83404,1.08022,0.972219,-0.151857,0.002
12967,12967,25.934,-0.0362598,-0.485631,-1.30371,0.0651841,-2.1574,0.275625,2.20017,-1.4969,-40.8433,0.988024,5.85152,1.27478,0.891784,-0.153192,0.002
12968,12968,25.936,-0.0352195,-0.485395,-1.30298,0.0658308,-2.15756,0.275955,2.20051,-1.1394,-40.7225,0.240621,5.42808,1.06613,0.845727,-0.15386,0.002
12969,12969,25.938,-0.034177,-0.485157,-1.30224,0.0664694,-2.15773,0.276287,2.20085,-2.29165,-40.8536,0.0685567,4.8393,1.05557,0.864417,-0.153526,0.002
12970,12970,25.94,-0.033137,-0.484921,-1.30151,0.0671058,-2.1579,0.276628,2.20119,-1.22942,-40.8896,0.361603,4.72638,0.897102,0.78732,-0.169546,0.002
12971,12971,25.942,-0.0320938,-0.484683,-1.30078,0.0677404,-2.15807,0.276967,2.20153,-0.689296,-40.5707,0.681535,4.87828,1.45614,0.873428,-0.0977892,0.002
12972,12972,25.944,-0.0310524,-0.484438,-1.30004,0.0683762,-2.15823,0.277311,2.20187,-0.895056,-40.779,0.791763,4.84333,1.05381,0.861079,-0.168545,0.002
12973,12973,25.946,-0.0300048,-0.484192,-1.29931,0.0690163,-2.1584,0.277655,2.20221,-1.05966,-40.815,0.100819,4.92802,1.07054,0.937175,-0.133167,0.002
12974,12974,25.948,-0.0289614,-0.483944,-1.29857,0.0696584,-2.15856,0.278004,2.20255,-1.82355,-41.2677,0.05377,4.75596,1.01507,0.868088,-0.145182,0.002
12975,12975,25.95,-0.027918,-0.483695,-1.29784,0.0702993,-2.15873,0.278359,2.20288,-1.52005,-41.4709,0.427471,4.69815,0.933197,0.832043,-0.151857,0.002
12976,12976,25.952,-0.0268788,-0.483444,-1.29711,0.0709398,-2.15889,0.278718,2.20322,-0.46296,-41.4709,1.23402,5.16192,1.51777,0.785985,-0.0987905,0.002
12977,12977,25.954,-0.0258332,-0.48319,-1.29637,0.0715861,-2.15905,0.279076,2.20356,-1.01594,-41.8284,0.970548,5.50201,1.29415,0.817692,-0.119483,0.002
12978,12978,25.956,-0.0247879,-0.482933,-1.29564,0.0722388,-2.15921,0.279436,2.2039,-2.1399,-42.0496,-0.155933,5.81254,0.932317,1.10539,-0.125824,0.002
12979,12979,25.958,-0.0237499,-0.482676,-1.29491,0.0728949,-2.15939,0.279803,2.20423,-2.22735,-42.3582,-0.026885,5.85958,0.710463,0.98123,-0.164873,0.002
12980,12980,25.96,-0.0227117,-0.482416,-1.29418,0.0735522,-2.15955,0.280168,2.20456,-0.820468,-42.5537,1.03238,6.21178,1.42621,0.900796,-0.106133,0.002
12981,12981,25.962,-0.0216686,-0.482153,-1.29344,0.0742122,-2.15971,0.280534,2.2049,-0.686724,-43.1067,1.41818,6.20237,1.55474,0.951526,-0.0944517,0.002
12982,12982,25.964,-0.0206218,-0.481892,-1.29271,0.0748725,-2.15987,0.280899,2.20523,-2.29165,-43.5079,0.428816,6.11365,0.976336,0.912143,-0.15119,0.002
12983,12983,25.966,-0.0195826,-0.481633,-1.29197,0.075533,-2.16004,0.281259,2.20556,-2.75975,-43.7728,-0.380423,6.30184,0.858366,1.01294,-0.139842,0.002
12984,12984,25.968,-0.0185456,-0.481372,-1.29124,0.0761936,-2.16022,0.281619,2.2059,-2.21192,-44.3515,0.719174,6.08811,1.12336,1.05966,-0.139174,0.002
12985,12985,25.97,-0.0175075,-0.48111,-1.29051,0.0768561,-2.16038,0.281984,2.20623,-1.00822,-44.0198,1.36172,6.40804,1.36722,0.725576,-0.115144,0.002
12986,12986,25.972,-0.016463,-0.480846,-1.28977,0.0775203,-2.16055,0.282345,2.20656,-1.96243,-43.9323,0.947696,6.33142,1.4535,0.902465,-0.0931167,0.002
12987,12987,25.974,-0.0154208,-0.480578,-1.28904,0.0781838,-2.16072,0.282719,2.20689,-2.58229,-43.9246,0.173408,6.42014,0.737754,1.14343,-0.166876,0.002
12988,12988,25.976,-0.0143817,-0.480309,-1.28831,0.0788527,-2.1609,0.283094,2.20721,-2.74175,-43.5259,0.0873762,6.80862,0.949925,1.05599,-0.125824,0.002
12989,12989,25.978,-0.0133447,-0.480036,-1.28758,0.0795256,-2.16107,0.283458,2.20754,-1.58435,-43.5105,1.03642,6.44971,1.18322,0.969549,-0.122487,0.002
12990,12990,25.98,-0.0123029,-0.479762,-1.28685,0.0801941,-2.16123,0.283822,2.20787,-1.42746,-42.5229,1.38054,6.51155,1.56707,0.897458,-0.0801004,0.002
12991,12991,25.982,-0.0112618,-0.479485,-1.28612,0.0808654,-2.1614,0.284191,2.2082,-1.76696,-42.1988,0.651961,6.17279,1.06878,0.779644,-0.143179,0.002
12992,12992,25.984,-0.0102175,-0.479203,-1.28539,0.0815313,-2.16157,0.284563,2.20852,-3.14041,-42.3351,-0.338751,5.73591,0.786175,0.986236,-0.150856,0.002
12993,12993,25.986,-0.0091801,-0.478921,-1.28467,0.0821894,-2.16174,0.284936,2.20885,-2.3971,-41.8824,-0.177441,5.84211,0.7043,1.0076,-0.158866,0.002
12994,12994,25.988,-0.00813735,-0.478636,-1.28394,0.0828553,-2.16191,0.285298,2.20918,-1.29114,-40.9205,1.06599,5.68214,1.23605,0.817358,-0.123154,0.002
12995,12995,25.99,-0.00709478,-0.478346,-1.28321,0.0835187,-2.16208,0.285648,2.2095,-0.586416,-40.3675,1.23402,5.78162,1.4579,0.890783,-0.096788,0.002
12996,12996,25.992,-0.0060494,-0.478057,-1.28248,0.0841811,-2.16224,0.286012,2.20983,-1.27828,-40.172,0.541733,5.96175,1.06085,0.885777,-0.129162,0.002
12997,12997,25.994,-0.00500863,-0.477767,-1.28175,0.0848532,-2.16241,0.286385,2.21015,-2.67231,-39.7837,0.0309177,5.98326,0.742156,0.941847,-0.164206,0.002
12998,12998,25.996,-0.00397319,-0.477479,-1.28103,0.085523,-2.16258,0.286764,2.21046,-1.1754,-39.1484,0.0201637,5.74398,0.768567,1.03496,-0.152525,0.002
12999,12999,25.998,-0.00293302,-0.477188,-1.2803,0.0861888,-2.16275,0.287135,2.21076,-0.712444,-38.8217,1.37248,5.54772,1.52481,0.869089,-0.092783,0.002
13000,13000,26.0,-0.00188877,-0.476894,-1.27957,0.0868558,-2.16292,0.287497,2.21106,-0.666148,-38.2996,1.2273,5.44959,1.10663,0.641804,-0.149521,0.002
13001,13001,26.002,-0.000842491,-0.476599,-1.27884,0.0875213,-2.16309,0.287857,2.21135,-1.70009,-37.7286,-0.25003,5.38641,1.00187,0.889114,-0.123822,0.002
13002,13002,26.004,0.000196481,-0.476303,-1.27811,0.0881865,-2.16326,0.288237,2.21164,-2.22735,-37.2374,-0.186851,5.35549,0.615382,0.912811,-0.179558,0.002
13003,13003,26.006,0.00123671,-0.476008,-1.27739,0.0888542,-2.16344,0.288618,2.21193,-0.650716,-36.4066,1.06196,5.42674,1.22548,0.803674,-0.131164,0.002
13004,13004,26.008,0.00227958,-0.475712,-1.27666,0.0895237,-2.16361,0.28899,2.21222,-0.198044,-36.0646,1.30661,5.46706,1.38747,0.820695,-0.113809,0.002
13005,13005,26.01,0.0033273,-0.475413,-1.27592,0.0901959,-2.16378,0.289355,2.21251,-1.61007,-35.8177,0.401931,5.32188,1.07054,0.931167,-0.131832,0.002
13006,13006,26.012,0.00436777,-0.475113,-1.2752,0.090866,-2.16396,0.289723,2.21279,-2.39967,-35.9514,-0.223145,5.02884,0.541431,0.869757,-0.186233,0.002
13007,13007,26.014,0.0054065,-0.474813,-1.27447,0.0915352,-2.16415,0.290094,2.21308,-1.92385,-36.296,0.352193,5.16326,0.96225,0.70188,-0.15653,0.002
13008,13008,26.016,0.00644973,-0.474512,-1.27374,0.0922055,-2.16433,0.29047,2.21337,-0.326644,-36.08,0.997433,5.63778,1.30384,0.732251,-0.114811,0.002
13009,13009,26.018,0.00749607,-0.474211,-1.27301,0.0928826,-2.16451,0.29085,2.21366,-1.13168,-36.0208,0.957106,5.77759,1.16121,0.804675,-0.130831,0.002
13010,13010,26.02,0.00853966,-0.47391,-1.27228,0.0935611,-2.1647,0.291225,2.21395,-2.14505,-36.1674,0.189539,5.83404,0.865409,0.851734,-0.163872,0.002
13011,13011,26.022,0.00958151,-0.47361,-1.27155,0.0942371,-2.16488,0.291596,2.21424,-2.12447,-36.3603,-0.11695,6.02224,0.735113,0.979895,-0.174218,0.002
13012,13012,26.024,0.0106226,-0.473309,-1.27083,0.0949158,-2.16507,0.291974,2.21453,-2.41253,-36.687,0.875107,6.3462,1.1304,0.91448,-0.147852,0.002
13013,13013,26.026,0.0116671,-0.473007,-1.2701,0.0955963,-2.16525,0.292354,2.21482,-1.53034,-36.8336,0.935598,6.25076,1.07054,0.789656,-0.156196,0.002
13014,13014,26.028,0.0127083,-0.472704,-1.26937,0.0962768,-2.16542,0.29273,2.21511,-2.62087,-37.1757,0.731272,6.71453,1.26422,0.81936,-0.133167,0.002
13015,13015,26.03,0.0137517,-0.472401,-1.26864,0.09696,-2.1656,0.293108,2.2154,-3.09926,-37.9421,0.235244,6.20237,0.652358,0.914813,-0.192575,0.002
13016,13016,26.032,0.0147906,-0.4721,-1.26791,0.0976373,-2.16578,0.293479,2.21568,-3.50306,-38.0707,0.0712452,6.64194,0.882136,0.846394,-0.155862,0.002
13017,13017,26.034,0.0158286,-0.471801,-1.26718,0.098322,-2.16596,0.29385,2.21597,-1.86984,-37.9473,0.940975,7.13528,1.10487,0.839052,-0.160868,0.002
13018,13018,26.036,0.0168729,-0.4715,-1.26645,0.099012,-2.16613,0.294229,2.21625,-1.76696,-37.8264,1.38458,7.28315,1.43501,0.932836,-0.122153,0.002
13019,13019,26.038,0.0179182,-0.471195,-1.26572,0.0997006,-2.16631,0.294613,2.21654,-3.06325,-38.3871,0.258096,7.06807,0.847801,0.918818,-0.183563,0.002
13020,13020,26.04,0.0189611,-0.470891,-1.26499,0.100388,-2.16649,0.294997,2.21682,-3.58279,-38.9298,-0.220457,6.49407,0.666444,1.04064,-0.198582,0.002
13021,13021,26.042,0.0199981,-0.470586,-1.26427,0.101068,-2.16667,0.29538,2.2171,-1.90585,-39.1227,0.631797,6.18624,1.05029,0.929165,-0.165875,0.002
13022,13022,26.044,0.0210453,-0.470281,-1.26354,0.101745,-2.16685,0.295754,2.21738,-1.59978,-39.2358,1.45045,6.49676,1.28095,0.651483,-0.153192,0.002
13023,13023,26.046,0.0220921,-0.469975,-1.26281,0.102432,-2.16703,0.296129,2.21766,-1.42746,-39.475,0.739337,6.43358,1.10663,0.893787,-0.144181,0.002
13024,13024,26.048,0.0231399,-0.469669,-1.26207,0.103119,-2.16721,0.296514,2.21794,-2.05245,-39.5548,0.0564585,6.40804,0.714864,0.941847,-0.186567,0.002
13025,13025,26.05,0.0241813,-0.469358,-1.26135,0.103804,-2.16739,0.296898,2.21822,-1.86727,-39.6011,0.454356,6.58682,0.801141,1.00493,-0.185232,0.002
13026,13026,26.052,0.025227,-0.469038,-1.26062,0.104496,-2.16757,0.297278,2.2185,-0.318928,-40.0203,1.18563,6.53171,1.23781,0.997918,-0.131832,0.002
13027,13027,26.054,0.0262771,-0.468715,-1.25989,0.105187,-2.16774,0.297659,2.21878,-0.313784,-40.4704,1.56605,6.42551,1.28799,0.794996,-0.145182,0.002
13028,13028,26.056,0.0273237,-0.46839,-1.25916,0.105879,-2.16792,0.298043,2.21906,-0.686724,-41.1134,0.473176,5.81791,0.949044,0.922823,-0.160535,0.002
13029,13029,26.058,0.0283685,-0.468064,-1.25843,0.106573,-2.1681,0.298443,2.21934,-1.58435,-42.2142,0.353538,5.5867,0.803782,0.951526,-0.181227,0.002
13030,13030,26.06,0.0294126,-0.46774,-1.2577,0.107266,-2.16828,0.298846,2.21961,0.131172,-42.582,1.10632,5.54772,1.06613,0.81669,-0.158198,0.002
13031,13031,26.062,0.0304635,-0.467416,-1.25697,0.107963,-2.16846,0.299245,2.21989,-0.028292,-42.6875,1.4034,5.7386,1.34697,0.916816,-0.124156,0.002
13032,13032,26.064,0.0315128,-0.467087,-1.25624,0.108669,-2.16863,0.299652,2.22016,0.138888,-43.3022,1.06465,5.86899,0.942001,0.99191,-0.175553,0.002
13033,13033,26.066,0.0325595,-0.466754,-1.25551,0.109379,-2.16882,0.300066,2.22043,-0.864192,-43.778,0.822681,6.01955,1.14185,0.970216,-0.130831,0.002
13034,13034,26.068,0.0336046,-0.466422,-1.25478,0.110094,-2.169,0.300479,2.22071,-0.087448,-44.3233,1.00684,6.05719,0.853964,1.0066,-0.174218,0.002
13035,13035,26.07,0.0346501,-0.466089,-1.25405,0.110809,-2.16918,0.300889,2.22098,-0.473248,-44.2255,1.19773,6.13381,1.25013,1.06367,-0.118482,0.002
13036,13036,26.072,0.0356945,-0.465757,-1.25333,0.111527,-2.16936,0.301292,2.22125,0.03858,-44.4673,1.22192,6.51423,1.0274,0.904801,-0.148519,0.002
13037,13037,26.074,0.0367422,-0.465423,-1.2526,0.11225,-2.16954,0.301701,2.22153,-0.146604,-44.8016,1.32543,6.9901,1.25894,0.927496,-0.113142,0.002
13038,13038,26.076,0.0377889,-0.465088,-1.25187,0.112981,-2.16973,0.302116,2.2218,-0.689296,-44.7399,0.903336,6.9202,1.05909,0.923491,-0.138173,0.002
13039,13039,26.078,0.0388355,-0.464748,-1.25114,0.113711,-2.16991,0.302535,2.22206,-1.42489,-44.6885,1.0055,6.98875,0.91559,1.07969,-0.157865,0.002
13040,13040,26.08,0.0398785,-0.464405,-1.25041,0.114441,-2.1701,0.302952,2.22233,-0.560696,-44.6936,1.0633,7.12856,1.10839,1.063,-0.124489,0.002
13041,13041,26.082,0.040926,-0.464063,-1.24968,0.115172,-2.17028,0.303364,2.2226,-1.22942,-44.7939,1.64402,7.1299,1.31088,0.989907,-0.117481,0.002
13042,13042,26.084,0.0419724,-0.463721,-1.24895,0.115903,-2.17046,0.303781,2.22287,-1.50976,-44.4081,1.07674,7.42967,0.976336,0.947855,-0.151523,0.002
13043,13043,26.086,0.0430162,-0.463375,-1.24822,0.116636,-2.17065,0.304201,2.22315,-1.89299,-44.2898,0.717829,7.1877,0.93848,1.02195,-0.137506,0.002
13044,13044,26.088,0.0440598,-0.463027,-1.2475,0.117365,-2.17083,0.30462,2.22342,-1.929,-44.1046,1.30527,7.49688,1.17266,1.06867,-0.125157,0.002
