index,time,mp1,mp2,mp3,mp4,mp5,mp6,mp7,mt1,mt2,mt3,mt4,mt5,mt6,mt7,dt
1769,1769,3.538,0.750643,1.15153,0.670244,0.716372,1.96188,0.877761,1.63027,-0.252056,63.2429,7.03446,-7.6797,-1.26158,0.635797,-0.210931,0.002
1770,1770,3.54,0.751313,1.1521,0.670765,0.717218,1.96351,0.878601,1.6314,0.02572,64.2151,7.22669,-7.25223,-0.79938,0.0627453,-0.138841,0.002
1771,1771,3.542,0.751981,1.15266,0.671289,0.71807,1.96513,0.87942,1.63253,0.370368,64.5057,7.37455,-7.54527,-1.00539,0.0734254,-0.189905,0.002
1772,1772,3.544,0.752649,1.15322,0.671813,0.718924,1.96675,0.880252,1.63366,0.34722,64.8967,7.25895,-7.83429,-1.21756,0.452234,-0.227619,0.002
1773,1773,3.546,0.753318,1.15377,0.672337,0.719772,1.96837,0.88109,1.63478,0.172324,66.0978,7.61114,-7.74422,-1.20875,0.170213,-0.163872,0.002
1774,1774,3.548,0.753982,1.15433,0.672863,0.720623,1.96998,0.881918,1.63591,0.609564,67.088,7.55468,-7.8558,-1.2246,0.151523,-0.193242,0.002
1775,1775,3.55,0.754648,1.15488,0.673387,0.721474,1.9716,0.882746,1.63704,0.37294,67.0829,7.57081,-8.00904,-1.14977,0.456239,-0.190906,0.002
1776,1776,3.552,0.755317,1.15544,0.67391,0.722324,1.97322,0.883587,1.63817,-0.010288,67.1137,7.96602,-7.62996,-0.863648,0.433877,-0.178223,0.002
1777,1777,3.554,0.755982,1.15599,0.674434,0.723179,1.97484,0.88442,1.63929,-0.388372,67.2063,7.93107,-6.88121,-0.699018,-0.0200251,-0.189237,0.002
1778,1778,3.556,0.756643,1.15654,0.674961,0.72404,1.97647,0.885243,1.64041,-1.29886,66.0258,7.94048,-7.15947,-1.24397,0.414853,-0.218607,0.002
1779,1779,3.558,0.757302,1.15708,0.675485,0.724896,1.97808,0.886081,1.64154,-2.00101,65.586,7.99425,-7.14603,-1.15241,0.544015,-0.15386,0.002
1780,1780,3.56,0.757953,1.15761,0.676007,0.72575,1.9797,0.886912,1.64266,-1.8184,65.4882,8.14481,-7.26029,-1.06878,-0.126158,-0.141511,0.002
1781,1781,3.562,0.758602,1.15815,0.676532,0.726604,1.98133,0.887723,1.64379,-1.46347,64.7372,8.10448,-6.93095,-1.14977,0.125157,-0.164206,0.002
1782,1782,3.564,0.759254,1.15868,0.677057,0.727461,1.98295,0.888552,1.64492,-1.65637,63.5078,8.22009,-6.93633,-1.12336,0.517649,-0.249646,0.002
1783,1783,3.566,0.759906,1.1592,0.677579,0.728316,1.98457,0.889393,1.64604,-2.13219,63.4589,7.90016,-6.99682,-0.913829,0.221945,-0.205591,0.002
1784,1784,3.568,0.760556,1.15972,0.678099,0.729174,1.98619,0.890214,1.64716,-2.23249,63.7933,7.48344,-6.80594,-1.2114,-0.0891117,-0.178223,0.002
1785,1785,3.57,0.761205,1.16024,0.678618,0.730028,1.9878,0.891034,1.64828,-2.03959,63.2017,7.14065,-7.12318,-1.35138,0.423197,-0.217606,0.002
1786,1786,3.572,0.761853,1.16075,0.679136,0.730883,1.98941,0.891876,1.64939,-1.45061,62.7053,7.22938,-7.10302,-0.905906,0.509973,-0.232625,0.002
1787,1787,3.574,0.762506,1.16127,0.679654,0.731735,1.99101,0.89271,1.65051,-0.236624,62.2166,7.47537,-6.31663,-1.03356,0.0183563,-0.211265,0.002
1788,1788,3.576,0.763162,1.16178,0.680174,0.732597,1.99262,0.89353,1.65163,0.596704,61.7228,7.30869,-6.22253,-0.909427,0.0891117,-0.202587,0.002
1789,1789,3.578,0.763817,1.16228,0.680694,0.733458,1.99422,0.894356,1.65274,0.529832,61.71,7.41891,-6.38922,-0.877734,0.549355,-0.207594,0.002
1790,1790,3.58,0.764472,1.16278,0.681214,0.734314,1.99581,0.895196,1.65385,1.0288,62.3632,7.11915,-6.15398,-0.764165,0.408178,-0.145182,0.002
1791,1791,3.582,0.765129,1.16328,0.681732,0.735171,1.9974,0.896026,1.65496,1.4326,61.7614,6.87987,-6.25076,-1.2158,0.0647478,-0.1592,0.002
1792,1792,3.584,0.765781,1.16378,0.682248,0.736024,1.99899,0.896846,1.65607,1.32201,60.8715,6.94036,-6.80594,-0.934958,0.430873,-0.112808,0.002
1793,1793,3.586,0.766435,1.16427,0.68276,0.736871,2.00058,0.897683,1.65719,1.52262,60.6683,6.56532,-6.75217,-1.11191,0.32741,-0.142846,0.002
1794,1794,3.588,0.767091,1.16476,0.683271,0.737715,2.00216,0.898506,1.6583,1.46861,61.3036,6.34217,-6.70915,-1.14889,0.186901,-0.187902,0.002
1795,1795,3.59,0.767741,1.16525,0.683782,0.738562,2.00375,0.89933,1.6594,1.44032,61.3525,6.39325,-6.77099,-0.927915,0.389488,-0.134836,0.002
1796,1796,3.592,0.768393,1.16575,0.68429,0.739406,2.00534,0.900164,1.66051,1.09567,61.1441,6.62984,-6.70243,-0.920872,0.461245,-0.188903,0.002
1797,1797,3.594,0.769047,1.16623,0.6848,0.740248,2.00693,0.900991,1.6616,1.72324,61.0001,6.63118,-6.15666,-1.00803,0.105132,-0.173217,0.002
1798,1798,3.596,0.769696,1.16672,0.685313,0.741098,2.00853,0.901812,1.6627,2.02673,60.7738,7.15813,-5.6808,-0.953446,0.421528,-0.210931,0.002
1799,1799,3.598,0.770348,1.16721,0.685828,0.741952,2.01012,0.902639,1.66379,1.19341,60.8355,7.4337,-5.61359,-0.833715,0.541679,-0.25799,0.002
1800,1800,3.6,0.771001,1.1677,0.686342,0.742806,2.01171,0.903469,1.66487,1.15483,60.5526,7.55737,-5.12159,-0.998345,0.226284,-0.226617,0.002
1801,1801,3.602,0.771647,1.16818,0.686855,0.743664,2.01331,0.904287,1.66594,0.272632,60.5088,7.57888,-5.11487,-1.03884,0.163205,-0.222279,0.002
1802,1802,3.604,0.772289,1.16867,0.687367,0.74452,2.0149,0.905104,1.66702,-0.624996,59.8195,7.53452,-5.71709,-1.06085,0.381478,-0.222612,0.002
1803,1803,3.606,0.772928,1.16915,0.687879,0.745366,2.01649,0.905931,1.66809,-0.928491,59.6112,7.26836,-5.93352,-0.911188,0.527995,-0.217272,0.002
1804,1804,3.608,0.773561,1.16963,0.688389,0.746207,2.01809,0.906751,1.66916,-0.897628,60.0382,7.224,-5.3071,-0.987781,-0.143847,-0.199917,0.002
1805,1805,3.61,0.774195,1.17012,0.688898,0.747057,2.01969,0.907556,1.67023,-1.14711,59.9842,7.26567,-5.46438,-0.839878,0.266334,-0.205591,0.002
1806,1806,3.612,0.774832,1.1706,0.689408,0.747904,2.02128,0.908383,1.6713,-1.24742,60.4008,7.10839,-6.00073,-1.13392,0.735255,-0.252984,0.002
1807,1807,3.614,0.775468,1.17109,0.689917,0.748747,2.02287,0.90922,1.67237,-1.05452,61.0721,7.00489,-5.74667,-1.20083,0.282354,-0.252984,0.002
1808,1808,3.616,0.776102,1.17157,0.69042,0.749586,2.02446,0.910029,1.67343,-1.21398,61.139,7.16754,-5.80716,-0.948164,-0.0697541,-0.223614,0.002
1809,1809,3.618,0.77674,1.17205,0.690925,0.750428,2.02605,0.910839,1.6745,-0.534976,60.6066,7.70927,-6.19834,-0.917351,0.478266,-0.133501,0.002
1810,1810,3.62,0.777376,1.17253,0.691431,0.751262,2.02764,0.911672,1.67557,0.511828,61.2084,8.00097,-5.87168,-0.978097,0.379476,-0.147184,0.002
1811,1811,3.622,0.778014,1.17301,0.691939,0.752099,2.02922,0.912491,1.67663,0.828184,62.1215,8.18514,-5.72785,-0.816988,-0.114143,-0.156196,0.002
1812,1812,3.624,0.778654,1.1735,0.692447,0.752941,2.0308,0.913299,1.6777,0.33436,62.8699,8.04802,-5.89185,-0.98514,0.234294,-0.160535,0.002
1813,1813,3.626,0.779291,1.17398,0.692951,0.753777,2.03238,0.914116,1.67876,0.370368,63.1297,7.67432,-5.8327,-1.38483,0.645809,-0.19391,0.002
1814,1814,3.628,0.779928,1.17446,0.693451,0.754614,2.03396,0.914945,1.67983,-0.123456,63.4898,7.53183,-6.1943,-0.983379,0.282354,-0.18056,0.002
1815,1815,3.63,0.780561,1.17494,0.693947,0.755444,2.03554,0.915755,1.68089,-0.02572,63.4435,7.71734,-6.66076,-0.666444,0.118482,-0.145516,0.002
1816,1816,3.632,0.781195,1.17542,0.694445,0.756269,2.03713,0.916559,1.68196,0.401232,62.9059,7.76707,-6.88659,-0.968412,0.330748,-0.156196,0.002
1817,1817,3.634,0.781829,1.1759,0.694941,0.757091,2.03871,0.917373,1.68302,0.03858,62.8776,7.69852,-6.87449,-1.12512,0.293701,-0.197247,0.002
1818,1818,3.636,0.782467,1.17637,0.695437,0.757914,2.04029,0.918174,1.68408,0.416664,62.8288,7.78724,-6.76561,-0.870691,0.240301,-0.218274,0.002
1819,1819,3.638,0.783101,1.17684,0.695934,0.758738,2.04188,0.918975,1.68515,0.403804,63.1889,7.70121,-6.71722,-1.1797,0.124489,-0.222946,0.002
1820,1820,3.64,0.783736,1.17731,0.696433,0.759564,2.04346,0.919777,1.68621,0.468104,63.2017,7.73481,-6.53037,-1.10135,0.429205,-0.190572,0.002
1821,1821,3.642,0.784374,1.17777,0.696929,0.760391,2.04505,0.920585,1.68726,0.828184,63.3509,7.87865,-5.95234,-1.07054,0.252984,-0.181561,0.002
1822,1822,3.644,0.78501,1.17823,0.697425,0.761223,2.04664,0.921386,1.68832,0.542692,63.5747,7.75094,-5.47782,-0.978977,0.198582,-0.185232,0.002
1823,1823,3.646,0.785642,1.17868,0.697921,0.762057,2.04822,0.922184,1.68937,-0.164608,63.3123,7.47403,-5.60014,-1.04236,0.516981,-0.17789,0.002
1824,1824,3.648,0.786276,1.17913,0.698416,0.762888,2.04979,0.922997,1.69043,-0.447528,63.2789,7.52511,-5.41464,-0.850442,0.626118,-0.150856,0.002
1825,1825,3.65,0.786905,1.17958,0.698912,0.763719,2.05137,0.923807,1.69148,-0.545264,62.8725,7.67432,-5.39179,-1.11984,0.0991242,-0.21527,0.002
1826,1826,3.652,0.78753,1.18001,0.699407,0.76455,2.05293,0.924597,1.69253,-0.27006,61.8823,7.89612,-5.70365,-0.928796,0.310055,-0.16988,0.002
1827,1827,3.654,0.788159,1.18045,0.699904,0.765373,2.0545,0.925397,1.69358,-0.4501,61.3885,8.15825,-6.27765,-0.972814,0.458575,-0.164873,0.002
1828,1828,3.656,0.788785,1.18088,0.700402,0.766197,2.05606,0.926197,1.69463,-0.306068,61.5608,8.08432,-6.02627,-0.945523,0.0807679,-0.149855,0.002
1829,1829,3.658,0.789405,1.1813,0.700901,0.767023,2.05762,0.926984,1.69568,-0.326644,62.1086,8.06147,-6.03703,-0.706941,0.0113476,-0.110806,0.002
1830,1830,3.66,0.790027,1.18173,0.701398,0.767852,2.05917,0.927779,1.69673,-0.666148,62.5947,8.17842,-6.5223,-1.19907,0.559368,-0.155862,0.002
1831,1831,3.662,0.790651,1.18215,0.701893,0.768675,2.06071,0.928591,1.69777,-0.367796,63.2892,7.83563,-6.33679,-1.17178,0.334753,-0.182228,0.002
1832,1832,3.664,0.791271,1.18258,0.702387,0.769498,2.06226,0.929388,1.69881,-0.303496,63.2506,8.02786,-6.55053,-1.04148,0.121152,-0.201252,0.002
1833,1833,3.666,0.791893,1.183,0.702882,0.770324,2.06381,0.930176,1.69985,0.15432,62.7028,8.0292,-6.60161,-0.956968,0.226951,-0.200585,0.002
1834,1834,3.668,0.792517,1.18342,0.703378,0.771147,2.06536,0.930975,1.70088,0.380656,62.7568,8.03727,-6.7199,-1.19203,0.23663,-0.208929,0.002
1835,1835,3.67,0.79314,1.18384,0.703872,0.771971,2.06691,0.931775,1.70191,0.624996,63.4975,8.10314,-6.87853,-0.733352,0.364123,-0.154527,0.002
1836,1836,3.672,0.793761,1.18425,0.704365,0.772793,2.06845,0.93258,1.70292,0.88734,64.0633,8.21202,-6.52499,-0.833715,0.0620778,-0.223614,0.002
1837,1837,3.674,0.794387,1.18468,0.704861,0.773619,2.07001,0.933373,1.70394,1.08538,63.7084,8.06147,-6.28706,-1.07758,0.339092,-0.191907,0.002
1838,1838,3.676,0.795011,1.18509,0.705356,0.774448,2.07156,0.934172,1.70495,0.961927,63.0191,8.22412,-6.51827,-1.06613,0.506969,-0.22061,0.002
1839,1839,3.678,0.795632,1.18551,0.705847,0.775271,2.07311,0.934976,1.70596,0.11574,63.3818,8.38812,-6.81535,-0.819629,0.0176888,-0.20993,0.002
1840,1840,3.68,0.796251,1.18592,0.70634,0.776092,2.07467,0.935761,1.70696,0.20576,63.6955,8.2295,-6.53709,-1.09255,0.185232,-0.200251,0.002
1841,1841,3.682,0.796865,1.18634,0.706832,0.776917,2.07622,0.936561,1.70797,-0.336932,63.855,8.25773,-6.71856,-1.37162,0.418858,-0.272008,0.002
1842,1842,3.684,0.797476,1.18675,0.707326,0.777741,2.07777,0.937365,1.70897,-0.46296,64.0685,8.47281,-6.43223,-0.947283,0.241636,-0.19658,0.002
1843,1843,3.686,0.798085,1.18717,0.707816,0.778566,2.07932,0.93815,1.70998,0.149176,63.6775,8.49566,-5.99132,-1.05557,0.116479,-0.16187,0.002
1844,1844,3.688,0.798698,1.18758,0.708306,0.779394,2.08088,0.938935,1.71098,0.002572,63.4101,8.51851,-5.92276,-0.8927,0.335087,-0.206926,0.002
1845,1845,3.69,0.799311,1.18799,0.708795,0.780223,2.08244,0.939725,1.71198,-0.52726,63.3843,8.72418,-5.57729,-0.864528,0.450565,-0.243639,0.002
1846,1846,3.692,0.79992,1.1884,0.709282,0.781053,2.08399,0.940514,1.71298,-0.558124,63.3792,8.3935,-4.66724,-1.0362,0.0857742,-0.183563,0.002
1847,1847,3.694,0.800528,1.18881,0.709764,0.781888,2.08554,0.94129,1.71398,-0.938779,62.8931,8.47415,-4.48576,-1.14185,0.288028,-0.150522,0.002
1848,1848,3.696,0.801135,1.18922,0.710245,0.782723,2.08708,0.942072,1.71499,-1.30915,62.4816,8.56825,-4.62556,-0.743036,0.707554,-0.134502,0.002
1849,1849,3.698,0.801742,1.18961,0.710724,0.783553,2.08864,0.942867,1.71599,-1.19341,62.0572,8.5454,-4.45081,-0.777371,0.394161,-0.128828,0.002
1850,1850,3.7,0.802351,1.19,0.711203,0.784381,2.09018,0.943639,1.71699,-1.35544,61.8411,8.53867,-4.75999,-0.946403,0.0260326,-0.157865,0.002
1851,1851,3.702,0.802958,1.19039,0.711681,0.785205,2.09172,0.944398,1.71799,-1.83898,61.7383,8.6368,-5.3528,-0.837237,0.334753,-0.118482,0.002
1852,1852,3.704,0.803564,1.19077,0.712159,0.786026,2.09326,0.945167,1.71898,-1.929,61.9234,8.58976,-5.36893,-1.11279,0.481937,-0.149521,0.002
1853,1853,3.706,0.804172,1.19116,0.712636,0.786847,2.0948,0.945934,1.71998,-1.63836,62.3504,8.45264,-5.44824,-1.00099,0.190238,-0.1592,0.002
1854,1854,3.708,0.804777,1.19153,0.713112,0.78767,2.09634,0.946692,1.72098,-1.79783,62.5896,8.59782,-5.787,-1.01859,0.00133501,-0.188236,0.002
1855,1855,3.71,0.805382,1.19191,0.713588,0.788489,2.09788,0.947451,1.72197,-1.13168,62.569,8.55749,-5.93083,-1.13832,0.46792,-0.142846,0.002
1856,1856,3.712,0.805993,1.19229,0.714066,0.789306,2.09942,0.948228,1.72297,-0.763884,63.1554,8.68116,-6.31394,-0.794979,0.31139,-0.111473,0.002
1857,1857,3.714,0.806602,1.19267,0.714542,0.790124,2.10096,0.948994,1.72396,-0.15432,63.3895,8.6973,-6.2642,-0.717506,0.19124,-0.136504,0.002
1858,1858,3.716,0.80721,1.19305,0.715019,0.79094,2.10251,0.949753,1.72496,0.504112,63.3509,8.57631,-5.93083,-1.19027,0.047059,-0.189905,0.002
1859,1859,3.718,0.807822,1.19343,0.715495,0.791763,2.10405,0.950517,1.72594,0.123456,63.837,8.54808,-6.29378,-1.1348,0.268003,-0.219942,0.002
1860,1860,3.72,0.808432,1.1938,0.715971,0.792579,2.10559,0.951288,1.72693,0.81018,64.3103,8.62067,-6.00208,-0.932317,0.452234,-0.229287,0.002
1861,1861,3.722,0.809037,1.19418,0.716448,0.793399,2.10714,0.952066,1.72792,1.11882,64.1431,8.32897,-5.83808,-1.11896,0.283021,-0.256655,0.002
1862,1862,3.724,0.809647,1.19456,0.716921,0.794221,2.10869,0.95283,1.72891,0.470676,63.4486,8.2295,-6.37578,-0.9869,0.134502,-0.196246,0.002
1863,1863,3.726,0.810257,1.19493,0.717394,0.795033,2.11023,0.953587,1.72989,0.516972,63.2094,8.20396,-6.67286,-1.16386,0.43588,-0.175887,0.002
1864,1864,3.728,0.810861,1.1953,0.717867,0.795844,2.11177,0.95436,1.73088,0.8359,63.3406,7.90016,-6.39056,-1.11279,0.181895,-0.228954,0.002
1865,1865,3.73,0.811464,1.19567,0.71834,0.796659,2.1133,0.955122,1.73186,0.974787,62.8571,8.13002,-6.45509,-0.836356,0.256655,-0.166876,0.002
1866,1866,3.732,0.812069,1.19604,0.718814,0.797475,2.11483,0.955892,1.73284,1.28857,62.1215,8.25235,-6.15129,-1.04236,0.482939,-0.151523,0.002
1867,1867,3.734,0.812669,1.1964,0.719288,0.798292,2.11635,0.956668,1.73381,1.73867,62.3581,8.18648,-5.85017,-1.12248,0.095453,-0.19391,0.002
1868,1868,3.736,0.813268,1.19675,0.719761,0.799111,2.11787,0.957425,1.73479,1.98815,62.7851,8.20261,-5.69155,-0.738635,0.288028,-0.16721,0.002
1869,1869,3.738,0.813873,1.19711,0.720235,0.79993,2.11939,0.958194,1.73576,1.47376,62.7156,8.42038,-5.2829,-0.831954,0.459242,-0.141511,0.002
1870,1870,3.74,0.814473,1.19745,0.720709,0.800752,2.1209,0.958968,1.73672,0.995363,62.1781,8.14884,-4.80435,-0.965771,0.31139,-0.152191,0.002
1871,1871,3.742,0.815067,1.1978,0.721183,0.801578,2.1224,0.959733,1.73768,0.473248,61.8951,8.32225,-4.14701,-0.945523,0.398166,-0.159867,0.002
1872,1872,3.744,0.815659,1.19814,0.721656,0.802406,2.12391,0.960502,1.73863,-0.252056,61.3936,8.40156,-4.07845,-0.559038,0.281019,-0.127493,0.002
1873,1873,3.746,0.816249,1.19848,0.722126,0.803233,2.12542,0.961263,1.73958,-0.524688,60.4523,8.37199,-4.46156,-1.17442,0.379476,-0.162537,0.002
1874,1874,3.748,0.816833,1.19882,0.722601,0.804051,2.12692,0.962032,1.74052,-0.41152,59.8556,8.48087,-4.94684,-1.12864,0.523323,-0.110806,0.002
1875,1875,3.75,0.817415,1.19915,0.723075,0.804857,2.12842,0.962804,1.74147,-0.318928,59.7655,8.54136,-4.8514,-0.807304,0.18323,-0.129496,0.002
1876,1876,3.752,0.818,1.19948,0.723546,0.805665,2.12992,0.96356,1.74242,-0.329216,59.7527,8.40022,-4.55432,-0.691975,0.153192,-0.159533,0.002
1877,1877,3.754,0.818585,1.19982,0.724015,0.806475,2.13143,0.96432,1.74336,-0.365224,59.5675,8.29537,-4.82855,-0.724549,0.439551,-0.15119,0.002
1878,1878,3.756,0.819168,1.20016,0.724487,0.807285,2.13293,0.965086,1.74431,-0.447528,59.3694,8.27789,-5.05976,-0.965771,0.497624,-0.190906,0.002
1879,1879,3.758,0.81975,1.20049,0.724957,0.808087,2.13444,0.965848,1.74525,0.074588,59.1251,8.21068,-4.8151,-1.03884,0.158866,-0.2126,0.002
1880,1880,3.76,0.820332,1.20083,0.725425,0.808887,2.13595,0.966599,1.74619,0.138888,59.39,8.51313,-5.08799,-0.777371,0.0604091,-0.213601,0.002
1881,1881,3.762,0.820914,1.20116,0.725892,0.80969,2.13746,0.967357,1.74713,0.61728,59.853,8.79274,-4.98448,-0.831074,0.510306,-0.211599,0.002
1882,1882,3.764,0.8215,1.20149,0.726358,0.810487,2.13898,0.968129,1.74807,0.946495,60.802,8.5091,-4.72773,-1.14977,0.30071,-0.215937,0.002
1883,1883,3.766,0.822084,1.20183,0.726823,0.811288,2.14048,0.968888,1.74901,0.738164,61.8283,8.48759,-4.92399,-0.887418,0.380143,-0.181227,0.002
1884,1884,3.768,0.822666,1.20216,0.727283,0.812086,2.14199,0.969646,1.74995,0.486108,61.9183,8.24025,-4.95222,-0.816108,0.172883,-0.160868,0.002
1885,1885,3.77,0.82325,1.2025,0.727737,0.812881,2.1435,0.970404,1.75088,0.63014,61.6174,8.14212,-5.19553,-1.09078,0.310389,-0.170213,0.002
1886,1886,3.772,0.823835,1.20283,0.72819,0.813675,2.14501,0.971165,1.75181,0.91306,61.6328,8.51985,-5.77086,-1.03356,0.512309,-0.157531,0.002
1887,1887,3.774,0.824417,1.20316,0.728645,0.814456,2.14652,0.971934,1.75274,1.07252,62.0572,8.49835,-6.22119,-0.772089,0.155195,-0.133167,0.002
1888,1888,3.776,0.824998,1.20348,0.729099,0.815235,2.14803,0.972682,1.75368,1.3966,62.9059,8.54136,-5.87034,-1.11191,0.047059,-0.151523,0.002
1889,1889,3.778,0.825585,1.20379,0.729552,0.816017,2.14953,0.973431,1.75461,1.27057,63.5592,8.58572,-5.82867,-1.06878,0.527661,-0.16988,0.002
1890,1890,3.78,0.826168,1.20411,0.730005,0.816802,2.15103,0.9742,1.75554,0.897628,64.2279,8.62739,-6.01821,-0.664683,0.341762,-0.150522,0.002
1891,1891,3.782,0.826746,1.20443,0.73046,0.817585,2.15254,0.974955,1.75647,1.47376,64.5726,8.96883,-5.81254,-0.969293,0.24731,-0.155862,0.002
1892,1892,3.784,0.82733,1.20474,0.730915,0.818369,2.15403,0.97571,1.75739,1.22427,64.372,8.97421,-5.80044,-0.994824,0.306384,-0.131832,0.002
1893,1893,3.786,0.827914,1.20505,0.731371,0.819153,2.15553,0.976469,1.75832,0.2572,64.6446,9.26726,-5.70096,-0.732472,0.300377,-0.126492,0.002
1894,1894,3.788,0.82849,1.20535,0.731828,0.819937,2.15703,0.977218,1.75925,0.483536,65.1307,9.47293,-5.02749,-1.11103,0.233626,-0.144848,0.002
1895,1895,3.79,0.829067,1.20565,0.732286,0.820726,2.15852,0.977969,1.76017,-0.300924,65.1307,9.4568,-4.96028,-1.00011,0.22061,-0.175887,0.002
1896,1896,3.792,0.829646,1.20595,0.732742,0.821517,2.16002,0.978723,1.7611,-1.55863,64.889,9.66247,-4.89845,-0.851323,0.501295,-0.182562,0.002
1897,1897,3.794,0.830221,1.20625,0.733197,0.822303,2.16151,0.979484,1.76202,-2.04217,64.7166,9.72834,-4.86618,-0.838117,0.413185,-0.141177,0.002
1898,1898,3.796,0.830792,1.20654,0.733654,0.823091,2.163,0.980235,1.76293,-2.27107,64.4131,9.90309,-4.9549,-0.640033,-0.112808,-0.162537,0.002
1899,1899,3.798,0.831366,1.20683,0.73411,0.823875,2.16451,0.980971,1.76384,-2.82405,63.4949,10.2781,-5.49664,-0.981618,0.421862,-0.19391,0.002
1900,1900,3.8,0.83194,1.20711,0.734568,0.824654,2.166,0.981729,1.76474,-2.72632,63.3483,10.2392,-5.28425,-1.06701,0.431875,-0.185232,0.002
1901,1901,3.802,0.832512,1.20739,0.735024,0.825439,2.1675,0.982484,1.76563,-2.88835,64.2254,10.1894,-4.84736,-0.877734,0.0203589,-0.205591,0.002
1902,1902,3.804,0.833085,1.20767,0.735481,0.826227,2.169,0.983224,1.76651,-2.96551,64.3051,10.1948,-4.93877,-0.854844,0.263998,-0.176888,0.002
1903,1903,3.806,0.833661,1.20795,0.735938,0.827017,2.1705,0.983974,1.76741,-2.90121,63.5772,9.99987,-4.98851,-1.24749,0.312058,-0.199917,0.002
1904,1904,3.808,0.834235,1.20822,0.736389,0.827801,2.17198,0.98472,1.7683,-3.0864,63.5849,9.80496,-4.87425,-0.971054,0.311724,-0.169212,0.002
1905,1905,3.81,0.834806,1.20849,0.736841,0.828585,2.17346,0.985463,1.76918,-3.01953,63.6492,9.71624,-5.06244,-0.743917,0.275011,-0.1592,0.002
1906,1906,3.812,0.835377,1.20876,0.737291,0.829371,2.17494,0.986204,1.77007,-2.56685,63.4178,9.34522,-5.15923,-0.964891,0.141177,-0.202921,0.002
1907,1907,3.814,0.835945,1.20903,0.737742,0.830152,2.17642,0.986945,1.77096,-1.77725,63.0783,9.61004,-4.76402,-1.09607,0.345099,-0.160868,0.002
1908,1908,3.816,0.836511,1.20929,0.738195,0.83094,2.17788,0.987696,1.77184,-0.781888,62.9291,9.70952,-4.82317,-0.699018,0.358449,-0.131832,0.002
1909,1909,3.818,0.837077,1.20956,0.738647,0.831725,2.17935,0.98844,1.77273,0.272632,62.96,9.7942,-4.5476,-0.858366,0.357114,-0.149855,0.002
1910,1910,3.82,0.837646,1.20982,0.739099,0.832511,2.18082,0.989183,1.77362,0.643,62.7105,9.48906,-4.35671,-0.801141,0.135503,-0.157531,0.002
1911,1911,3.822,0.838215,1.21008,0.739549,0.8333,2.18228,0.989921,1.77451,0.007716,62.2809,9.24978,-5.03287,-0.741276,0.1859,-0.135503,0.002
1912,1912,3.824,0.838779,1.21035,0.739996,0.834077,2.18374,0.990663,1.77539,0.432096,62.1472,8.97287,-5.61493,-0.929676,0.470256,-0.131164,0.002
1913,1913,3.826,0.839339,1.21061,0.740439,0.834851,2.18519,0.991416,1.77627,1.04423,62.1986,8.59379,-5.27215,-0.911188,0.32207,-0.138173,0.002
1914,1914,3.828,0.8399,1.21087,0.740875,0.83563,2.18664,0.992151,1.77715,0.691868,61.9594,8.72284,-5.16864,-0.707821,0.185566,-0.168545,0.002
1915,1915,3.83,0.840459,1.21113,0.741309,0.836412,2.1881,0.99287,1.77804,1.23199,61.6405,8.85323,-5.3891,-1.05205,0.47059,-0.171548,0.002
1916,1916,3.832,0.841019,1.21138,0.741743,0.837192,2.18955,0.993604,1.77892,1.929,61.5351,8.50104,-5.39179,-1.20523,0.286359,-0.188236,0.002
1917,1917,3.834,0.84158,1.21164,0.742179,0.837971,2.191,0.994329,1.77981,1.5895,61.3473,8.80215,-5.39985,-0.65764,0.233626,-0.143513,0.002
1918,1918,3.836,0.842138,1.2119,0.742615,0.838749,2.19246,0.995051,1.78069,1.53806,60.7455,8.73762,-5.08395,-0.709582,0.393159,-0.134836,0.002
1919,1919,3.838,0.842695,1.21215,0.74305,0.839531,2.19391,0.995782,1.78157,1.83898,60.3802,8.42845,-4.41586,-0.894461,0.267669,-0.192575,0.002
1920,1920,3.84,0.843254,1.21241,0.743483,0.840318,2.19536,0.996501,1.78245,1.72324,60.4085,8.64621,-3.92924,-0.594253,0.439551,-0.17255,0.002
1921,1921,3.842,0.843809,1.21266,0.743917,0.84111,2.19683,0.997222,1.78332,1.55863,60.2954,8.51985,-3.39154,-0.584569,0.41185,-0.184565,0.002
1922,1922,3.844,0.844359,1.21291,0.744354,0.8419,2.19829,0.997948,1.78419,1.11368,59.9919,8.497,-3.76255,-1.13128,0.388821,-0.211932,0.002
1923,1923,3.846,0.844911,1.21316,0.744787,0.842685,2.19974,0.998667,1.78506,0.933635,59.7578,8.78602,-4.01393,-0.947283,0.5053,-0.165207,0.002
1924,1924,3.848,0.845464,1.2134,0.745221,0.843463,2.2012,0.99939,1.78593,0.558124,59.6035,9.05218,-4.39166,-0.597775,0.433543,-0.171215,0.002
1925,1925,3.85,0.846009,1.21364,0.745655,0.84424,2.20267,1.00011,1.78679,0.406376,59.8736,8.92851,-4.31907,-0.909427,0.104131,-0.229955,0.002
1926,1926,3.852,0.846552,1.21388,0.746091,0.84502,2.20412,1.00082,1.78764,-0.11574,60.4857,9.10729,-4.60943,-1.08462,0.447227,-0.197915,0.002
1927,1927,3.854,0.847098,1.21412,0.746527,0.845796,2.20558,1.00154,1.78848,-0.789604,61.5145,9.12073,-5.31382,-0.816988,0.536673,-0.196246,0.002
