time,mp1,mp2,mp3,mp4,mp5,mp6,mp7,mt1,mt2,mt3,mt4,mt5,mt6,mt7
2.1504864692688,1.2E-05,0.173509,0.555002,-0.002493,0.381738,-0.144578,0,9.39403689270214E-19,-5.42405366897583,2.69570589065552,0.163182929158211,0.000391960085835,-0.018153751268983,0
2.16059684753418,1.2E-05,0.173509,0.555002,-0.002493,0.381738,-0.144578,0,9.39403689270214E-19,-5.42405366897583,2.69570589065552,0.163182929158211,0.000391960085835,-0.018153751268983,0
2.17070317268372,1.2E-05,0.173509,0.555002,-0.002493,0.381738,-0.144578,0,9.39403689270214E-19,-5.42405366897583,2.69570589065552,0.163182929158211,0.000391960085835,-0.018153751268983,0
2.18082499504089,1.2E-05,0.173509,0.555002,-0.002493,0.381738,-0.144578,0,9.39403689270214E-19,-5.42405366897583,2.69570589065552,0.163182929158211,0.000391960085835,-0.018153751268983,0
2.19130539894104,1.2E-05,0.173509,0.555002,-0.002493,0.381738,-0.144578,0,9.39403689270214E-19,-5.42405366897583,2.69570589065552,0.163182929158211,0.000391960085835,-0.018153751268983,0
2.20141816139221,1.2E-05,0.173509,0.555002,-0.002493,0.381738,-0.144578,0,9.39403689270214E-19,-5.42405366897583,2.69570589065552,0.163182929158211,0.000391960085835,-0.018153751268983,0
2.21188306808472,1.2E-05,0.173509,0.555002,-0.002493,0.381738,-0.144578,0,9.39403689270214E-19,-5.42405366897583,2.69570589065552,0.163182929158211,0.000391960085835,-0.018153751268983,0
2.22237229347229,1.2E-05,0.173509,0.555002,-0.002493,0.381738,-0.144578,0,9.39403689270214E-19,-5.42405366897583,2.69570589065552,0.163182929158211,0.000391960085835,-0.018153751268983,0
2.23249173164368,1.2E-05,0.173509,0.555002,-0.002493,0.381738,-0.144578,0,9.39403689270214E-19,-5.42405366897583,2.69570589065552,0.163182929158211,0.000391960085835,-0.018153751268983,0
2.24296641349792,1.2E-05,0.173509,0.555002,-0.002493,0.381738,-0.144578,0,9.39403689270214E-19,-5.42405366897583,2.69570589065552,0.163182929158211,0.000391960085835,-0.018153751268983,0
2.25308871269226,1.2E-05,0.173509,0.555002,-0.002493,0.381738,-0.144578,0,9.39403689270214E-19,-5.42405366897583,2.69570589065552,0.163182929158211,0.000391960085835,-0.018153751268983,0
2.26320743560791,1.2E-05,0.173509,0.555002,-0.002493,0.381738,-0.144578,0,9.39403689270214E-19,-5.42405366897583,2.69570589065552,0.163182929158211,0.000391960085835,-0.018153751268983,0
